"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOPILIMM","Long-term care beds","NOMBRENB","Number","LUX","Luxembourg","2013","2013",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","LUX","Luxembourg","2014","2014",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","LUX","Luxembourg","2015","2015",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","LUX","Luxembourg","2016","2016",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2004","2004",501,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2005","2005",452,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2006","2006",432,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2007","2007",432,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2008","2008",432,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2009","2009",446,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2010","2010",446,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2011","2011",454,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2012","2012",458,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2013","2013",237,"B","Break"
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2014","2014",237,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2015","2015",237,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","LUX","Luxembourg","2016","2016",237,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2000","2000",178574,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2001","2001",176810,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2002","2002",177548,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2003","2003",177807,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2004","2004",180623,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2005","2005",181575,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2006","2006",176252,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2007","2007",180583,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2008","2008",180953,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2009","2009",179340,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2010","2010",182007,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2011","2011",183528,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2012","2012",183953,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2013","2013",190935,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2014","2014",192726,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2015","2015",183527,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2000","2000",178574,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2001","2001",176810,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2002","2002",177548,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2003","2003",177807,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2004","2004",180623,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2005","2005",181575,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2006","2006",176252,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2007","2007",180583,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2008","2008",180953,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2009","2009",179340,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2010","2010",182007,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2011","2011",183528,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2012","2012",183953,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2013","2013",190935,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2014","2014",192726,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","MEX","Mexico","2015","2015",183527,"D","Difference in methodology"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2000","2000",5020,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2001","2001",4995,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2002","2002",5004,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2003","2003",4634,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2004","2004",4648,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2005","2005",4588,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2006","2006",4853,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2007","2007",4615,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2008","2008",4613,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2009","2009",4660,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2010","2010",4620,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2011","2011",4622,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2012","2012",4550,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2013","2013",4631,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2014","2014",4227,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","MEX","Mexico","2015","2015",4080,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2000","2000",137189,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2001","2001",138373,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2002","2002",138069,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2003","2003",137667,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2004","2004",140409,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2005","2005",139583,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2006","2006",134515,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2007","2007",137945,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2008","2008",137849,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2009","2009",136228,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2010","2010",138234,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2011","2011",139413,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2012","2012",140095,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2013","2013",146544,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2014","2014",148762,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2015","2015",139598,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2000","2000",41385,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2001","2001",38437,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2002","2002",39479,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2003","2003",40140,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2004","2004",40214,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2005","2005",41992,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2006","2006",41737,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2007","2007",42638,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2008","2008",43104,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2009","2009",43112,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2010","2010",43773,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2011","2011",44115,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2012","2012",43858,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2013","2013",44391,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2014","2014",43964,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2015","2015",43929,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2000","2000",76859,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2001","2001",74625,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2002","2002",73814,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2003","2003",73011,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2004","2004",72804,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2005","2005",72698,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2006","2006",78140,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2007","2007",77680,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2008","2008",77270,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2009","2009",76980,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2012","2012",71128,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2013","2013",70310,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2000","2000",48627,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2001","2001",46714,"B","Break"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2002","2002",47961,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2003","2003",47327,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2004","2004",47435,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2005","2005",46713,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2006","2006",52060,"B","Break"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2007","2007",52010,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2008","2008",50970,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2009","2009",50640,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2010","2010",47293,"B","Break"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2011","2011",46649,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2012","2012",61173,"B","Break"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NLD","Netherlands","2013","2013",60702,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NLD","Netherlands","2000","2000",24793,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NLD","Netherlands","2001","2001",24701,"B","Break"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NLD","Netherlands","2002","2002",22665,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NLD","Netherlands","2003","2003",22514,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NLD","Netherlands","2004","2004",22210,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NLD","Netherlands","2005","2005",22957,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NLD","Netherlands","2006","2006",22350,"B","Break"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NLD","Netherlands","2007","2007",22070,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NLD","Netherlands","2008","2008",22590,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NLD","Netherlands","2009","2009",23020,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NLD","Netherlands","2012","2012",21146,"B","Break"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NLD","Netherlands","2013","2013",21279,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2000","2000",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2001","2001",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2002","2002",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2003","2003",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2004","2004",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2005","2005",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2006","2006",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2007","2007",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2008","2008",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2009","2009",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2010","2010",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2011","2011",0,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2012","2012",7954,"B","Break"
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NLD","Netherlands","2013","2013",7586,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","NLD","Netherlands","2000","2000",28232,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","NLD","Netherlands","2001","2001",27911,"B","Break"
"HOPIOBED","Other hospital beds","NOMBRENB","Number","NLD","Netherlands","2002","2002",25853,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","NLD","Netherlands","2003","2003",25684,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","NLD","Netherlands","2004","2004",25369,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","NLD","Netherlands","2005","2005",25985,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","NLD","Netherlands","2006","2006",26080,"B","Break"
"HOPIOBED","Other hospital beds","NOMBRENB","Number","NLD","Netherlands","2007","2007",25670,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","NLD","Netherlands","2008","2008",26300,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","NLD","Netherlands","2009","2009",26340,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","NLD","Netherlands","2012","2012",0,"B","Break"
"HOPIOBED","Other hospital beds","NOMBRENB","Number","NLD","Netherlands","2013","2013",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2000","2000",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2001","2001",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2002","2002",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2003","2003",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2004","2004",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2005","2005",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2006","2006",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2007","2007",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2008","2008",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2009","2009",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2010","2010",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2011","2011",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2012","2012",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NLD","Netherlands","2013","2013",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2000","2000",76859,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2001","2001",74625,"B","Break"
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2002","2002",73814,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2003","2003",73011,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2004","2004",72804,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2005","2005",72698,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2006","2006",78140,"B","Break"
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2007","2007",77680,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2008","2008",77270,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2009","2009",76980,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2012","2012",71128,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2013","2013",70310,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2009","2009",10352,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2010","2010",11948,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2011","2011",12348,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2012","2012",12469,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2013","2013",12362,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2014","2014",12412,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2015","2015",12474,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2016","2016",12821,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NZL","New Zealand","2009","2009",10352,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NZL","New Zealand","2010","2010",11948,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NZL","New Zealand","2011","2011",12348,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NZL","New Zealand","2012","2012",12469,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NZL","New Zealand","2013","2013",12362,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NZL","New Zealand","2014","2014",12280,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NZL","New Zealand","2015","2015",12357,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NZL","New Zealand","2016","2016",12744,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NZL","New Zealand","2009","2009",590,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NZL","New Zealand","2010","2010",970,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NZL","New Zealand","2011","2011",866,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NZL","New Zealand","2012","2012",887,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NZL","New Zealand","2013","2013",766,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NZL","New Zealand","2014","2014",1044,"B","Break"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NZL","New Zealand","2015","2015",1089,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","NZL","New Zealand","2016","2016",1434,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NZL","New Zealand","2014","2014",132,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NZL","New Zealand","2015","2015",117,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","NZL","New Zealand","2016","2016",77,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NZL","New Zealand","2009","2009",8428,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NZL","New Zealand","2010","2010",9937,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NZL","New Zealand","2011","2011",10338,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NZL","New Zealand","2012","2012",10456,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NZL","New Zealand","2013","2013",10347,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NZL","New Zealand","2014","2014",10506,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NZL","New Zealand","2015","2015",10528,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","NZL","New Zealand","2016","2016",10962,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2009","2009",433,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2010","2010",480,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2011","2011",481,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2012","2012",508,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2013","2013",480,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2014","2014",448,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2015","2015",452,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2016","2016",416,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2009","2009",1491,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2010","2010",1531,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2011","2011",1529,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2012","2012",1505,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2013","2013",1535,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2014","2014",1458,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2015","2015",1494,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","NZL","New Zealand","2016","2016",1443,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2000","2000",17052,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2001","2001",17227,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2002","2002",22662,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2003","2003",22774,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2004","2004",24086,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2005","2005",23861,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2006","2006",23427,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2007","2007",22906,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2008","2008",22101,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2009","2009",21840,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2010","2010",21044,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2011","2011",20778,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2012","2012",19937,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2013","2013",19600,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2014","2014",19751,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NOR","Norway","2015","2015",19519,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2000","2000",17052,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2001","2001",17227,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2002","2002",19912,"B","Break"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2003","2003",19841,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2004","2004",21218,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2005","2005",21163,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2006","2006",20992,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2007","2007",20514,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2008","2008",19656,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2009","2009",19300,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2010","2010",18636,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2011","2011",18748,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","NOR","Norway","2012","2012",17814,,
